,imdb_title_id,title,original_title,year,DATE,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,CPI_Multiplier,budget_adj,genre2,oscar,oscar2
6143,tt0431308,P.S. I Love You - Non è mai troppo tardi per dirlo,P.S. I Love You,2007,2008,"Comedy, Drama, Romance",126,USA,English,Richard LaGravenese,"Richard LaGravenese, Steven Rogers",Alcon Entertainment,"Hilary Swank, Gerard Butler, Lisa Kudrow, Gina Gershon, James Marsters, Kathy Bates, Harry Connick Jr., Nellie McKay, Jeffrey Dean Morgan, Dean Winters, Anne Kent, Brian McGrath, Sherie Rene Scott, Susan Blackwell, Michael Countryman",A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,7.0,197974,30000000,53695808,$ 156835339,39.0,278.0,128.0,1.2849586782257763,38.54876034677329,Comedy,True,True
6145,tt0432402,Factory Girl,Factory Girl,2006,2007,"Biography, Drama",100,USA,"English, Slovak, French",George Hickenlooper,"Captain Mauzner, Simon Monjack",The Weinstein Company,"Sienna Miller, Guy Pearce, Hayden Christensen, Jimmy Fallon, Jack Huston, Armin Amiri, Tara Summers, Mena Suvari, Shawn Hatosy, Beth Grant, James Naughton, Edward Herrmann, Illeana Douglas, Mary Elizabeth Winstead, Don Novello",Based on the rise and fall of socialite,6.5,20584,7000000,1675241,$ 3572632,45.0,105.0,125.0,1.3341424641272672,9.338997248890871,Drama,False,False
6146,tt0433116,Looking for Comedy in the Muslim World,Looking for Comedy in the Muslim World,2005,2006,Comedy,98,USA,"Arabic, Hindi, English",Albert Brooks,Albert Brooks,Seventh Picture Productions LLC,"Penny Marshall, Victoria Burrows, Paul Jerome, Albert Brooks, Emma Lockhart, Amy Ryan, Fred Thompson, B.J. Ward, Tony Montero, Lynda Berg, Steve Kramer, Conrad Bachmann, John Carroll Lynch, Jon Tenney, Avinash Kaur","To improve its relations with Muslim countries, the United States government sends comedian Albert Brooks to south Asia to write a report on what makes followers of Islam laugh.",5.4,3138,10000000,888975,$ 915649,53.0,112.0,75.0,1.3721270723504604,13.721270723504604,Comedy,True,True
6148,tt0433387,Harsh Times - I giorni dell'odio,Harsh Times,2005,2007,"Action, Crime, Drama",116,USA,"English, Spanish, Korean",David Ayer,David Ayer,Andrea Sperling Productions,"Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman, Tammy Trull, J.K. Simmons, Michael Monks, Samantha Esteban, Tania Verafield, Noel Gugliemi, Adriana Millan, Geo Corvera, Cesar Garcia, Terry Crews, Emilio Rivera",A tough-minded drama about two friends in South Central Los Angeles and the violence that comes between them.,6.9,62419,2000000,3337931,$ 5969708,56.0,241.0,119.0,1.3341424641272672,2.6682849282545344,Action,True,False
6151,tt0433442,L'incubo di Joanna Mills,The Return,2006,2008,"Horror, Mystery, Thriller",85,USA,English,Asif Kapadia,Adam Sussman,Rogue Pictures,"Sarah Michelle Gellar, Peter O'Brien, Adam Scott, Kate Beahan, Sam Shepard, J.C. MacKenzie, Erinn Allison, Darrian McClanahan, Wally Welch, Frank Ertl, Brad Leland, Bonnie Gallup, Brent Smiga, Robert Wilson","Joanna Mills, a traveling business woman, begins having nightmares of a murder that occurred 15 years ago. Soon she is drawn to an old farmhouse, where the murder took place.",4.7,11379,15000000,7749851,$ 11994195,38.0,126.0,103.0,1.2849586782257763,19.274380173386646,Horror,True,True
6158,tt0435705,Next,Next,2007,2008,"Action, Sci-Fi, Thriller",96,USA,"English, French, German, Serbian",Lee Tamahori,"Gary Goldman, Jonathan Hensleigh",Paramount Pictures,"Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, José Zúñiga, Jim Beaver, Jason Butler Harner, Michael Trucco, Enzo Cilenti, Laetitia Danielle, Nicolas Pajon, Sergej Trifunovic, Charles Rahi Chun, Patricia Prata",A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.,6.2,146484,70000000,18211013,$ 77621983,42.0,343.0,186.0,1.2849586782257763,89.94710747580434,Action,True,True
6160,tt0435761,Toy Story 3 - La grande fuga,Toy Story 3,2010,2010,"Animation, Adventure, Comedy",103,USA,"English, Spanish",Lee Unkrich,"John Lasseter, Andrew Stanton",Walt Disney Pictures,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty, Don Rickles, Michael Keaton, Wallace Shawn, John Ratzenberger, Estelle Harris, John Morris, Jodi Benson, Emily Hahn, Laurie Metcalf, Blake Clark, Teddy Newton","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",8.3,739717,200000000,415004880,$ 1066969703,92.0,893.0,477.0,1.2684479244872209,253.68958489744418,Comedy,True,True
6162,tt0436331,Friends with Money,Friends with Money,2006,2006,"Comedy, Drama, Romance",88,USA,English,Nicole Holofcener,Nicole Holofcener,This Is That Productions,"Catherine Keener, Jason Isaacs, Timm Sharp, Joan Cusack, Greg Germann, Hailey Noelle Johnson, Simon McBurney, Frances McDormand, Jake Cherry, Jennifer Aniston, Bob Stephenson, Marin Hinkle, Scott Caan, Troy Ruptash, Elizabeth Keener","After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",5.7,26849,6500000,13368437,$ 18245244,68.0,198.0,116.0,1.3721270723504604,8.918825970277993,Comedy,True,True
6163,tt0436339,G-Force - Superspie in missione,G-Force,2009,2009,"Animation, Action, Adventure",88,USA,"Spanish, English",Hoyt Yeatman,"Cormac Wibberley, Marianne Wibberley",Jerry Bruckheimer Films,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Patrick Jones, Piper Mackenzie Harris, Gabriel Casseus, Jack Conley, Niecy Nash, Justin Mentell, Loudon Wainwright III, Chris Ellis, Travis Davis, James Huang, Corey Michael Eubanks",A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.,5.1,41904,150000000,119436770,$ 292817841,41.0,96.0,146.0,1.289321610644884,193.3982415967326,Action,False,False
6166,tt0436689,The Puffy Chair,The Puffy Chair,2005,2007,"Comedy, Drama, Romance",85,USA,English,"Jay Duplass, Mark Duplass","Mark Duplass, Jay Duplass",Duplass Brothers Productions,"Mark Duplass, Katie Aselton, Rhett Wilkins, Julie Fischer, Larry Duplass, Bari Hyman, Gerald Finnegan, Henry Barendse, Cindy Duplass, David Parsons, Jose Manuel Alvarado, Daniel Gonzalez, Ora Aselton, Bill Leighton, Jim Whalen",Josh Sagers drives cross-country on a mission to deliver his father's birthday gift - a giant purple LazyBoy.,6.5,4810,15000,194523,$ 195254,73.0,77.0,41.0,1.3341424641272672,0.020012136961909007,Comedy,False,False
6169,tt0437800,Una parola per un sogno,Akeelah and the Bee,2006,2006,"Drama, Family",112,USA,English,Doug Atchison,Doug Atchison,Out of the Blue... Entertainment,"Keke Palmer, Laurence Fishburne, Angela Bassett, Curtis Armstrong, J.R. Villarreal, Sean Michael Afable, Sahara Ware, Lee Thompson Young, Julito McCullum, Erica Hubbard, Eddie Steeples, Dalia Phillips, Tzi Ma, Jeris Poindexter, Sara Niemietz",A young girl from South Los Angeles tries to make it to the National Spelling Bee.,7.3,18186,8000000,18848430,$ 18948425,72.0,178.0,97.0,1.3721270723504604,10.977016578803683,Family,True,True
6170,tt0437863,Gli scaldapanchina,The Benchwarmers,2006,2006,"Comedy, Sport",85,USA,"English, Spanish",Dennis Dugan,"Allen Covert, Nick Swardson",Revolution Studios,"Rob Schneider, David Spade, Jon Heder, Jon Lovitz, Craig Kilborn, Molly Sims, Tim Meadows, Nick Swardson, Erinn Bartlett, Amaury Nolasco, Bill Romanowski, Sean Salisbury, Matt Weinberg, John Farley, Reggie Jackson",A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard children's Little League squads.,5.5,47627,33000000,59843754,$ 64962629,25.0,226.0,91.0,1.3721270723504604,45.2801933875652,Comedy,False,False
6171,tt0438097,L'era glaciale 2 - Il disgelo,Ice Age: The Meltdown,2006,2006,"Animation, Adventure, Comedy",91,USA,English,Carlos Saldanha,"Peter Gaulke, Gerry Swallow",Twentieth Century Fox Animation,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah, Will Arnett, Jay Leno, Chris Wedge, Peter Ackerman, Caitlin Rose Anderson, Connor Anderson, Joseph Bologna, Jack Crocicchia, Peter DeSève","Manny, Sid, and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny, in fact, is not the last of the woolly mammoths.",6.8,250963,80000000,195330621,$ 667094506,58.0,268.0,73.0,1.3721270723504604,109.77016578803683,Comedy,True,True
6180,tt0439289,Correndo con le forbici in mano,Running with Scissors,2006,2007,"Comedy, Drama",116,USA,English,Ryan Murphy,"Ryan Murphy, Augusten Burroughs",Plan B Entertainment,"Annette Bening, Brian Cox, Joseph Fiennes, Evan Rachel Wood, Alec Baldwin, Joseph Cross, Jill Clayburgh, Gwyneth Paltrow, Gabrielle Union, Patrick Wilson, Kristin Chenoweth, Dagmara Dominczyk, Colleen Camp, Jack Kaeding, Gabriel Guedj","Young Augusten Burroughs absorbs experiences that could make for a shocking memoir: the son of an alcoholic father and an unstable mother, he's handed off to his mother's therapist, Dr. Finch, and spends his adolescent years as a member of Finch's bizarre extended family.",6.2,21739,12000000,7022827,$ 7460797,52.0,193.0,137.0,1.3341424641272672,16.009709569527207,Comedy,True,True
6197,tt0441773,Kung Fu Panda,Kung Fu Panda,2008,2008,"Animation, Action, Adventure",92,USA,English,"Mark Osborne, John Stevenson","Jonathan Aibel, Glenn Berger",DreamWorks Animation,"Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, Randall Duk Kim, James Hong, Dan Fogler, Michael Clarke Duncan, Wayne Knight, Kyle Gass, JR Reed","The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts.",7.5,409544,130000000,215434591,$ 631746197,74.0,429.0,275.0,1.2849586782257763,167.04462816935091,Action,True,True
6198,tt0441796,Stay Alive,Stay Alive,2006,2006,"Fantasy, Horror, Mystery",85,USA,English,William Brent Bell,"William Brent Bell, Matthew Peterman",Hollywood Pictures,"Jon Foster, Samaire Armstrong, Frankie Muniz, Jimmi Simpson, Wendell Pierce, Milo Ventimiglia, Sophia Bush, Adam Goldberg, Billy Slaughter, Nicole Oppermann, April Wood, Monica Monica, Rio Hackford, Billy Louviere, J. Richey Nash","For a group of teens, the answer to the mysterious death of their old friend lies within the world of an online video game based on the true story of an ancient noblewoman known as the Blood Countess.",5.1,29958,7000000,23086480,$ 27298695,24.0,285.0,114.0,1.3721270723504604,9.604889506453224,Horror,False,False
6199,tt0443295,"I tuoi, i miei e i nostri","Yours, Mine & Ours",2005,2006,"Comedy, Family, Fantasy",88,USA,English,Raja Gosnell,"Ron Burch, David Kidd",Paramount Pictures,"Dennis Quaid, Rene Russo, Sean Faris, Katija Pevec, Dean Collins, Tyler Patrick Jones, Haley Ramm, Brecken Palmer, Bridger Palmer, Ty Panitz, Danielle Panabaker, Drake Bell, Miki Ishikawa, Slade Pearce, Lil J.J.","A widowed Coast Guard Admiral and a widow handbag designer fall in love and marry, much to the dismay of her 10 and his 8 children.",5.5,26343,45000000,53412862,$ 72662923,38.0,118.0,75.0,1.3721270723504604,61.74571825577072,Family,False,False
6200,tt0443431,Another Gay Movie,Another Gay Movie,2006,2007,"Comedy, Romance",92,USA,English,Todd Stephens,"Todd Stephens, Tim Kaltenecker",Luna Pictures,"Michael Carbonaro, Jonah Blechman, Jonathan Chase, Mitch Morris, Ashlie Atkinson, Scott Thompson, Graham Norton, Stephanie McVay, James Getzlaff, Darryl Stephens, John Epperson, Richard Hatch, George Marcy, Matthew Rush, Joanna Leeds",Four gay high school friends make a pact to lose their virginity before they go to college.,4.9,8689,500000,654132,$ 745327,37.0,72.0,47.0,1.3341424641272672,0.6670712320636336,Comedy,False,False
6202,tt0443489,Dreamgirls,Dreamgirls,2006,2007,"Drama, Music, Musical",130,USA,English,Bill Condon,"Tom Eyen, Bill Condon",DreamWorks,"Jamie Foxx, Beyoncé, Eddie Murphy, Danny Glover, Jennifer Hudson, Anika Noni Rose, Keith Robinson, Sharon Leal, Hinton Battle, Mariah Iman Wilson, Yvette Cason, Ken Page, Ralph Louis Harris, Michael-Leon Wooley, Loretta Devine","A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.",6.5,67641,70000000,103365956,$ 155430335,76.0,529.0,236.0,1.3341424641272672,93.38997248890871,Drama,True,True
6204,tt0443496,Edmond,Edmond,2005,2006,"Drama, Thriller",82,USA,English,Stuart Gordon,"David Mamet, David Mamet",120dB Films,"William H. Macy, Frances Bay, Rebecca Pidgeon, Joe Mantegna, Denise Richards, Wendy Thompson, Vincent Guastaferro, Bai Ling, Matt Landers, Dulé Hill, Russell Hornsby, Aldis Hodge, Debi Mazar, Mena Suvari, Jeffrey Combs",A fortune-teller's teasing rumination sends Edmond Burke lurching into New York City's hellish underworld.,6.2,11200,10000000,131719,$ 243524,61.0,120.0,90.0,1.3721270723504604,13.721270723504604,Thriller,True,True
6207,tt0443536,Cappuccetto rosso e gli insoliti sospetti,Hoodwinked!,2005,2006,"Animation, Comedy, Crime",80,USA,"English, Spanish","Cory Edwards, Todd Edwards","Cory Edwards, Todd Edwards",The Weinstein Company,"Anne Hathaway, Glenn Close, Jim Belushi, Patrick Warburton, Anthony Anderson, David Ogden Stiers, Xzibit, Chazz Palminteri, Andy Dick, Cory Edwards, Benjy Gaither, Ken Marino, Tom Kenny, Preston Stutzman, Tony Leech","Little Red Riding Hood, the Wolf, the Woodsman, and Granny all tell the police the events that led up to their encounter.",6.4,55428,30000000,61530390,$ 139998200,45.0,265.0,147.0,1.3721270723504604,41.16381217051381,Comedy,True,True
6209,tt0443632,The Sentinel,The Sentinel,2006,2006,"Action, Crime, Thriller",108,USA,English,Clark Johnson,"George Nolfi, Gerald Petievich",Twentieth Century Fox,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan, Ritchie Coster, Kim Basinger, Blair Brown, David Rasche, Kristin Lehman, Raynor Scheine, Chuck Shamata, Paul Calderon, Clark Johnson, Raoul Bhaneja, Yanna McIntosh",A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.,6.1,47295,60000000,36280697,$ 78810595,49.0,227.0,165.0,1.3721270723504604,82.32762434102762,Action,True,True
6213,tt0443706,Zodiac,Zodiac,2007,2007,"Crime, Drama, Mystery",157,USA,English,David Fincher,"James Vanderbilt, Robert Graysmith",Paramount Pictures,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr., Brian Cox, John Carroll Lynch, Richmond Arquette, Bob Stephenson, John Lacy, Chloë Sevigny, Ed Setrakian, John Getz, John Terry, Candy Clark, Elias Koteas","In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",7.7,443791,65000000,33080084,$ 84785914,78.0,782.0,409.0,1.3341424641272672,86.71926016827237,Drama,True,True
6215,tt0444682,I segni del male,The Reaping,2007,2007,"Horror, Thriller",99,USA,"English, Spanish",Stephen Hopkins,"Carey W. Hayes, Chad Hayes",Warner Bros.,"Hilary Swank, David Morrissey, Idris Elba, AnnaSophia Robb, Stephen Rea, William Ragsdale, John McConnell, David Jensen, Yvonne Landry, Samuel Garland, Myles Cleveland, Andrea Frankle, Mark Lynch, Stuart Greer, Lara Grice","A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.",5.6,41606,40000000,25126214,$ 62771059,36.0,191.0,190.0,1.3341424641272672,53.36569856509069,Horror,True,True
6217,tt0445934,Blades of Glory - Due pattini per la gloria,Blades of Glory,2007,2007,"Comedy, Sport",93,USA,"English, Japanese","Josh Gordon, Will Speck","Jeff Cox, Craig Cox",DreamWorks,"Will Ferrell, Jon Heder, Will Arnett, Amy Poehler, Jenna Fischer, William Fichtner, Craig T. Nelson, Romany Malco, Nick Swardson, Scott Hamilton, Andy Richter, Greg Lindsay, Rob Corddry, Nick Jameson, Tom Virtue","In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.",6.3,155529,61000000,118594548,$ 145710347,64.0,274.0,151.0,1.3341424641272672,81.3826903117633,Comedy,False,False
6220,tt0445990,Imbattibile,Invincible,2006,2007,"Biography, Drama, Sport",105,USA,English,Ericson Core,Brad Gann,Walt Disney Pictures,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway, Michael Rispoli, Kirk Acevedo, Dov Davidoff, Michael Kelly, Sal Darigo, Nicoye Banks, Turron Kofi Alleyne, Cosmo DeMatteo, Stink Fisher, Michael Mulheren, Michael Nouri","Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.",7.1,64773,40000000,57806952,$ 58480828,63.0,160.0,125.0,1.3341424641272672,53.36569856509069,Drama,True,True
6222,tt0446046,Ti va di ballare?,Take the Lead,2006,2006,"Drama, Music",118,USA,English,Liz Friedlander,Dianne Houston,New Line Cinema,"Antonio Banderas, Rob Brown, Yaya DaCosta, Alfre Woodard, John Ortiz, Laura Benanti, Jonathan Malen, Jasika Nicole, Shawand McKenzie, Dante Basco, Elijah Kelley, Jenna Dewan, Marcus T. Paulk, Brandon D. Andrews, Lauren Collins",The real story of a dance teacher who believed in the talent of a group of problem kids.,6.6,24557,30000000,34742066,$ 66500090,55.0,130.0,103.0,1.3721270723504604,41.16381217051381,Drama,True,True
6234,tt0448075,Una voce nella notte,The Night Listener,2006,2007,"Crime, Drama, Horror",91,USA,English,Patrick Stettner,"Armistead Maupin, Terry Anderson",Hart Sharp Entertainment,"Toni Collette, Robin Williams, Joe Morton, Bobby Cannavale, Rory Culkin, Sandra Oh, Rodrigo Lopresti, John Cullum, Lisa Emery, Guenia Lemos, Marcia Haufrecht, Nick Gregory, Ed Jewett, Becky Ann Baker, Billy Van","In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",5.9,14539,4000000,7836393,$ 10639686,51.0,166.0,127.0,1.3341424641272672,5.336569856509069,Horror,True,True
6236,tt0448157,Hancock,Hancock,2008,2008,"Action, Fantasy",92,USA,"English, Japanese, Vietnamese",Peter Berg,"Vy Vincent Ngo, Vince Gilligan",Columbia Pictures,"Will Smith, Charlize Theron, Jason Bateman, Jae Head, Eddie Marsan, David Mattey, Maetrix Fitten, Thomas Lennon, Johnny Galecki, Hayley Marie Norman, Dorothy Cecchi, Michelle Lemon, Akiva Goldsman, Michael Mann, Brad Leland",Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,6.4,437405,150000000,227946274,$ 629443428,49.0,657.0,302.0,1.2849586782257763,192.74380173386643,Action,True,True
6239,tt0448694,Il gatto con gli stivali,Puss in Boots,2011,2011,"Animation, Adventure, Comedy",90,USA,"English, Spanish",Chris Miller,"Tom Wheeler, Brian Lynch",DreamWorks Animation,"Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton, Amy Sedaris, Constance Marie, Guillermo del Toro, Mike Mitchell, Rich Dietl, Ryan Crego, Tom Wheeler, Conrad Vernon, Tom McGrath, Bob Joles, Latifa Ouaou","An outlaw cat, his childhood egg-friend and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor and regain the trust of his mother and town.",6.6,141547,130000000,149260504,$ 554987477,65.0,157.0,256.0,1.2297214279983357,159.86378563978366,Comedy,True,True
6242,tt0449059,Little Miss Sunshine,Little Miss Sunshine,2006,2006,"Comedy, Drama",101,USA,English,"Jonathan Dayton, Valerie Faris",Michael Arndt,Fox Searchlight Pictures,"Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin, Toni Collette, Steve Carell, Marc Turtletaub, Jill Talley, Brenda Canela, Julio Oscar Mechoso, Chuck Loring, Justin Shilton, Gordon Thomson, Steven Christopher Parker, Bryan Cranston",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,7.8,431988,8000000,59891098,$ 101058954,80.0,952.0,254.0,1.3721270723504604,10.977016578803683,Comedy,True,True
6243,tt0449086,Dominion: Prequel to the Exorcist,Dominion: Prequel to the Exorcist,2005,2005,"Drama, Horror, Thriller",117,USA,English,Paul Schrader,"William Wisher, Caleb Carr",Morgan Creek Entertainment,"Stellan Skarsgård, Gabriel Mann, Clara Bellar, Billy Crawford, Ralph Brown, Israel Oyelumade, Andrew French, Antonie Kamerling, Julian Wadham, Eddie Osei, Ilario Bisi-Pedro, Niall Refoy, Lorenzo Camporese, Burt Caesar, Marcello Santoni","Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. Merrin's initial battle with Pazuzu leads to the rediscovery of his faith.",5.2,10303,30000000,251495,$ 251495,55.0,138.0,83.0,1.416521146875778,42.49563440627333,Horror,False,False
6244,tt0449088,Pirati dei Caraibi - Ai confini del mondo,Pirates of the Caribbean: At World's End,2007,2007,"Action, Adventure, Fantasy",169,USA,English,Gore Verbinski,"Ted Elliott, Terry Rossio",Walt Disney Pictures,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Bill Nighy, Jonathan Pryce, Lee Arenberg, Mackenzie Crook, Kevin McNally, David Bailie, Stellan Skarsgård, Tom Hollander, Naomie Harris, Martin Klebba","Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.",7.1,585229,300000000,309420425,$ 960996492,50.0,1296.0,327.0,1.3341424641272672,400.24273923818015,Action,True,True
6247,tt0450340,Identità sospette,Unknown,2006,2008,"Crime, Drama, Mystery",85,USA,English,Simon Brand,Matthew Waynee,Rick Lashbrook Films,"Jim Caviezel, Greg Kinnear, Bridget Moynahan, Joe Pantoliano, Barry Pepper, Jeremy Sisto, Peter Stormare, Chris Mulkey, Clayne Crawford, Kevin Chapman, Mark Boone Junior, Wilmer Calderon, David Selby, Adam Rodriguez, Jeff Daniel Phillips",Five men wake up in a locked-down warehouse with no memory of who they are. They are forced to figure out who is good and who is bad to stay alive.,6.5,28961,3700000,26403,$ 3419456,44.0,89.0,62.0,1.2849586782257763,4.754347109435372,Drama,True,True
6249,tt0450385,1408,1408,2007,2007,"Fantasy, Horror, Mystery",104,USA,English,Mikael Håfström,"Matt Greenberg, Scott Alexander",Dimension Films,"John Cusack, Tony Shalhoub, Len Cariou, Isiah Whitlock Jr., Jasmine Jessica Anthony, Paul Birchard, Margot Leicester, Walter Lewis, Eric Meyers, David Nicholson, Holly Hayes, Alexandra Silber, Johann Urb, Andrew Lee Potts, Emily Harvey","A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",6.8,252014,25000000,71985628,$ 132963417,64.0,638.0,314.0,1.3341424641272672,33.35356160318168,Horror,False,False
6250,tt0450405,Aiuto vampiro,Cirque du Freak: The Vampire's Assistant,2009,2010,"Action, Adventure, Fantasy",119,USA,"English, Spanish, French",Paul Weitz,"Paul Weitz, Brian Helgeland",Universal Pictures,"John C. Reilly, Josh Hutcherson, Chris Massoglia, Jessica Carlson, Michael Cerveris, Ray Stevenson, Patrick Fugit, Morgan Saylor, Don McManus, Colleen Camp, Ken Watanabe, Salma Hayek, Orlando Jones, Frankie Faison, Willem Dafoe","Teenager Darren Shan meets a mysterious man at a freak show who turns out to be a vampire. After a series of events, Darren must leave his normal life and go on the road with the Cirque du Freak and become a vampire.",5.8,42713,40000000,13869515,$ 39291383,43.0,198.0,166.0,1.2684479244872209,50.73791697948884,Action,True,True
6254,tt0451069,The Gospel,The Gospel,2005,2005,"Drama, Music",105,USA,English,Rob Hardy,Rob Hardy,Rainforest Films,"Boris Kodjoe, Idris Elba, Nona Gaye, Clifton Powell, Aloma Wright, Donnie McClurkin, Omar Gooding, Tamyra Gray, Keshia Knight Pulliam, Michael J. Pagan, Sean Nelson, Hezekiah Walker, Dwayne Boyd, Tony Vaughn, Justin Hires","This is a story about a successful young R&B singer that has an unlikely homecoming when his father, the bishop, becomes ill.",4.9,1984,4000000,15778152,$ 15778152,46.0,71.0,24.0,1.416521146875778,5.666084587503112,Drama,False,False
6255,tt0451079,Ortone e il mondo dei Chi,Horton Hears a Who!,2008,2008,"Animation, Adventure, Comedy",86,USA,English,"Jimmy Hayward, Steve Martino","Cinco Paul, Ken Daurio",Blue Sky Studios,"Jim Carrey, Steve Carell, Carol Burnett, Will Arnett, Seth Rogen, Dan Fogler, Isla Fisher, Jonah Hill, Amy Poehler, Jaime Pressly, Charles Osgood, Josh Flitter, Niecy Nash, Jesse McCartney, Shelby Adamowsky",Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,6.8,127433,85000000,154529439,$ 298572799,71.0,162.0,196.0,1.2849586782257763,109.22148764919098,Comedy,True,False
6267,tt0452594,"Ti odio, ti lascio, ti...",The Break-Up,2006,2006,"Comedy, Drama, Romance",106,USA,English,Peyton Reed,"Jeremy Garelick, Jay Lavender",Universal Pictures,"Vince Vaughn, Jennifer Aniston, Joey Lauren Adams, Cole Hauser, Jon Favreau, Jason Bateman, Judy Davis, Justin Long, Ivan Sergei, John Michael Higgins, Ann-Margret, Vernon Vaughn, Vincent D'Onofrio, Elaine Robinson, Jane Alderman","In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",5.8,123285,52000000,118703275,$ 205668210,45.0,525.0,190.0,1.3721270723504604,71.35060776222394,Comedy,True,True
6269,tt0452623,Gone Baby Gone,Gone Baby Gone,2007,2008,"Crime, Drama, Mystery",114,USA,English,Ben Affleck,"Ben Affleck, Aaron Stockard",Miramax,"Casey Affleck, Michelle Monaghan, Morgan Freeman, Ed Harris, John Ashton, Amy Ryan, Amy Madigan, Titus Welliver, Michael Kenneth Williams, Edi Gathegi, Mark Margolis, Madeline O'Brien, Slaine, Trudi Goodman, Matthew Maher","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",7.6,245667,19000000,20292962,$ 34612443,72.0,566.0,267.0,1.2849586782257763,24.41421488628975,Drama,True,True
6270,tt0452624,Intrigo a Berlino,The Good German,2006,2007,"Drama, Mystery, Romance",105,USA,"English, German, Russian",Steven Soderbergh,"Paul Attanasio, Joseph Kanon",Sunset Gower Studios,"George Clooney, Cate Blanchett, Tobey Maguire, Beau Bridges, Tony Curran, Leland Orser, Jack Thompson, Robin Weigert, Ravil Isyanov, Christian Oliver, Dave Power, Don Pugsley, Dominic Comperatore, John Roeder, J. Paul Boehmer","While in post-war Berlin to cover the Potsdam Conference, an American military journalist is drawn into a murder investigation which involves his former mistress and his driver.",6.0,23778,32000000,1308696,$ 5914908,49.0,180.0,189.0,1.3341424641272672,42.69255885207255,Romance,True,True
